label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,no_total_people,no_total_nights,season_group
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,0,2,3,Autumn
3,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,0,2,3,Spring
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,11,23,Online,0,0,0,2,2,3,Autumn
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,12,Corporate,1,0,1,1,1,1,Autumn
2,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,16,Online,0,0,0,1,1,1,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,0,1,1,Winter
1,2,0,2,8,Meal Plan 1,0,Room_Type 1,61,2017,7,8,Online,0,0,0,0,2,10,Summer
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,0,1,2,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,19,Offline,0,0,0,0,2,3,Autumn
1,2,0,2,1,Not Selected,0,Room_Type 1,4,2017,8,8,Online,0,0,0,1,2,3,Summer
3,1,0,0,3,Meal Plan 2,0,Room_Type 1,1,2018,9,29,Corporate,0,0,0,0,1,3,Autumn
1,2,0,2,2,Not Selected,0,Room_Type 1,102,2018,10,30,Online,0,0,0,0,2,4,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,110,2018,4,20,Online,0,0,0,0,2,2,Spring
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,0,2,3,Winter
3,2,2,1,1,Meal Plan 1,0,Room_Type 7,50,2018,7,4,Online,0,0,0,0,4,2,Summer
1,2,0,2,5,Meal Plan 1,0,Room_Type 1,83,2018,3,18,Online,0,0,0,0,2,7,Spring
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,0,1,2,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2017,8,29,Online,0,0,0,1,2,3,Summer
2,2,0,1,4,Meal Plan 1,0,Room_Type 1,181,2018,8,3,Online,0,0,0,1,2,5,Summer
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2018,11,12,Offline,0,0,0,0,2,3,Autumn
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,0,1,2,Autumn
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,0,1,2,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,13,Complementary,0,0,0,1,1,1,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,142,2018,8,11,Online,0,0,0,0,3,3,Summer
1,2,0,1,1,Meal Plan 1,0,Room_Type 7,3,2017,10,12,Complementary,1,0,3,0,2,2,Autumn
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,0,1,3,Winter
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,0,2,3,Summer
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,0,2,1,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,95,2018,4,14,Online,0,0,0,1,2,1,Spring
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,51,2018,10,6,Online,0,0,0,0,2,1,Autumn
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,0,2,1,Autumn
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,12,2017,12,5,Offline,0,0,0,1,2,2,Winter
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,55,2018,11,24,Online,0,0,0,1,2,5,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,9,Online,0,0,0,1,2,1,Winter
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2017,12,9,Offline,0,0,0,0,2,3,Winter
1,2,0,0,1,Not Selected,0,Room_Type 1,11,2018,1,28,Online,0,0,0,1,2,1,Winter
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,3,11,Offline,0,0,0,1,2,4,Spring
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,0,2,3,Summer
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2018,10,29,Online,0,0,0,0,2,3,Autumn
3,2,2,0,4,Meal Plan 1,0,Room_Type 6,0,2017,9,8,Online,0,0,0,1,4,4,Autumn
1,2,0,0,0,Meal Plan 2,0,Room_Type 4,0,2017,10,15,Online,0,0,0,0,2,0,Autumn
3,2,0,1,0,Meal Plan 1,0,Room_Type 5,151,2018,6,27,Offline,0,0,0,0,2,1,Summer
1,2,0,2,6,Meal Plan 1,0,Room_Type 1,99,2018,4,27,Offline,0,0,0,1,2,8,Spring
2,2,0,2,2,Meal Plan 1,0,Room_Type 4,172,2018,10,28,Online,0,0,0,0,2,4,Autumn
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,0,2,1,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,49,2018,11,16,Online,0,0,0,2,3,3,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 2,11,2017,12,25,Online,0,0,0,0,2,3,Winter
3,2,0,0,5,Meal Plan 1,0,Room_Type 1,5,2018,3,22,Online,0,0,0,0,2,5,Spring
2,2,0,1,1,Not Selected,0,Room_Type 1,134,2018,5,30,Online,0,0,0,0,2,2,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 2,23,2017,12,16,Online,0,0,0,1,2,2,Winter
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,0,1,2,Summer
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,7,5,Offline,0,0,0,0,1,1,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,0,1,3,Autumn
3,3,0,0,1,Meal Plan 1,0,Room_Type 4,50,2018,8,20,Online,0,0,0,2,3,1,Summer
3,2,1,1,3,Meal Plan 1,0,Room_Type 1,57,2018,8,15,Online,0,0,0,0,3,4,Summer
3,2,0,2,1,Not Selected,0,Room_Type 1,55,2018,5,21,Online,0,0,0,0,2,3,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,10,6,Online,0,0,0,2,2,2,Autumn
3,2,1,2,1,Meal Plan 1,0,Room_Type 1,6,2018,12,18,Online,0,0,0,2,3,3,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,3,7,Online,0,0,0,1,2,3,Spring
1,2,0,0,4,Not Selected,0,Room_Type 1,33,2018,3,2,Online,0,0,0,0,2,4,Spring
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2018,11,6,Offline,0,0,0,0,2,5,Autumn
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,0,1,2,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,23,Online,0,0,0,0,1,1,Winter
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,0,2,5,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,2018,5,13,Online,0,0,0,1,2,2,Spring
1,2,0,1,5,Meal Plan 1,0,Room_Type 1,20,2018,1,4,Offline,0,0,0,0,2,6,Winter
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,0,2,1,Autumn
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,0,1,3,Winter
1,2,0,2,2,Not Selected,0,Room_Type 1,128,2018,6,26,Online,0,0,0,1,2,4,Summer
3,2,0,0,3,Meal Plan 2,0,Room_Type 1,1,2018,9,29,Corporate,0,0,0,0,2,3,Autumn
3,2,0,0,1,Not Selected,0,Room_Type 1,21,2018,9,7,Online,0,0,0,1,2,1,Autumn
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,4,27,Online,0,0,0,3,2,4,Spring
2,2,0,1,1,Not Selected,0,Room_Type 1,3,2018,8,1,Online,0,0,0,1,2,2,Summer
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,0,2,5,Autumn
3,2,1,1,3,Meal Plan 1,0,Room_Type 1,207,2018,8,29,Online,0,0,0,1,3,4,Summer
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,6,20,Corporate,1,0,7,1,1,1,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2017,10,22,Online,0,0,0,2,2,3,Autumn
2,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,0,1,1,Autumn
1,1,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,12,7,Online,0,0,0,1,1,4,Winter
3,3,0,0,1,Meal Plan 1,0,Room_Type 4,102,2018,12,6,Online,0,0,0,0,3,1,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 2,161,2018,4,22,Offline,0,0,0,0,2,3,Spring
3,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,4,29,Online,0,0,0,0,3,2,Spring
3,2,0,1,2,Meal Plan 1,0,Room_Type 4,14,2018,6,3,Online,0,0,0,1,2,3,Summer
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,0,2,4,Spring
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,10,6,Online,0,0,0,2,1,1,Autumn
1,1,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,9,25,Complementary,0,0,0,0,1,4,Autumn
3,2,0,0,2,Meal Plan 1,1,Room_Type 1,33,2018,3,24,Online,0,0,0,0,2,2,Spring
2,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,0,2,3,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,11,25,Offline,0,0,0,0,2,2,Autumn
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2017,10,20,Corporate,0,0,0,0,1,2,Autumn
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,0,2,1,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,9,28,Online,0,0,0,1,2,1,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,0,0,0,0,1,1,Winter
3,2,0,1,0,Not Selected,0,Room_Type 1,33,2018,5,16,Online,0,0,0,1,2,1,Spring
2,1,0,2,1,Meal Plan 1,0,Room_Type 1,23,2018,3,12,Online,0,0,0,1,1,3,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 2,19,2017,12,23,Online,0,0,0,1,2,1,Winter
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,0,1,2,Summer
3,2,1,1,2,Meal Plan 1,1,Room_Type 7,8,2018,12,30,Corporate,1,0,1,2,3,3,Winter
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,3,2,Online,0,0,0,2,2,3,Spring
1,2,0,0,3,Not Selected,0,Room_Type 1,35,2018,2,25,Online,0,0,0,1,2,3,Winter
1,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Corporate,0,0,0,0,2,1,Winter
2,1,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,10,11,Aviation,1,0,1,0,1,2,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,6,11,Online,0,0,0,1,2,1,Summer
1,2,0,1,3,Not Selected,0,Room_Type 1,7,2018,2,8,Online,0,0,0,1,2,4,Winter
1,2,0,2,2,Not Selected,0,Room_Type 1,18,2018,1,16,Online,0,0,0,0,2,4,Winter
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,0,2,4,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,0,2,3,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,0,2,3,Autumn
2,2,0,1,3,Not Selected,0,Room_Type 1,16,2018,12,29,Online,0,0,0,0,2,4,Winter
1,1,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,2,29,Online,0,0,0,0,1,3,Winter
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,67,2018,9,7,Online,0,0,0,1,2,3,Autumn
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,12,17,Corporate,1,0,4,0,1,2,Winter
3,1,0,1,2,Meal Plan 1,0,Room_Type 4,60,2018,5,27,Online,0,0,0,0,1,3,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,0,2,3,Summer
2,2,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,6,10,Online,0,0,0,0,2,2,Summer
3,3,0,0,1,Meal Plan 1,0,Room_Type 4,95,2018,5,21,Online,0,0,0,0,3,1,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,0,2,2,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,9,18,Offline,0,0,0,0,2,4,Autumn
3,1,0,2,2,Meal Plan 1,0,Room_Type 6,31,2018,9,18,Online,0,0,0,1,1,4,Autumn
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,2017,11,1,Corporate,0,0,0,0,1,1,Autumn
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,0,2,2,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,12,16,Online,0,0,0,2,2,3,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,0,2,3,Autumn
3,2,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,7,8,Online,0,0,0,0,2,3,Summer
3,2,0,1,1,Meal Plan 1,1,Room_Type 1,21,2017,12,28,Online,0,0,0,2,2,2,Winter
3,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,0,1,3,Summer
3,3,0,0,4,Meal Plan 1,0,Room_Type 4,64,2018,7,12,Online,0,0,0,0,3,4,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 4,25,2017,10,19,Offline,0,0,0,0,2,3,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,4,2,Offline,0,0,0,2,2,4,Spring
3,3,0,2,2,Meal Plan 1,1,Room_Type 4,173,2018,7,23,Online,0,0,0,2,3,4,Summer
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,185,2018,5,6,Online,0,0,0,2,2,2,Spring
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,1,3,Autumn
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,0,2,3,Summer
2,2,0,0,4,Meal Plan 1,1,Room_Type 4,12,2017,11,3,Online,0,0,0,0,2,4,Autumn
3,2,0,0,1,Not Selected,0,Room_Type 1,14,2018,7,8,Online,0,0,0,1,2,1,Summer
3,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,0,1,6,Summer
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,4,16,Online,0,0,0,1,2,5,Spring
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,0,1,1,Spring
3,2,0,1,3,Meal Plan 2,0,Room_Type 1,157,2018,9,5,Online,0,0,0,2,2,4,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,6,3,Offline,0,0,0,0,2,3,Summer
1,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,0,1,4,Spring
3,3,0,2,0,Meal Plan 1,0,Room_Type 4,65,2018,4,24,Online,0,0,0,2,3,2,Spring
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,1,1,2,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,225,2018,8,12,Online,0,0,0,0,2,2,Summer
3,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,1,2,2,Summer
2,2,0,1,2,Not Selected,0,Room_Type 1,155,2018,8,26,Online,0,0,0,2,2,3,Summer
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,8,3,Online,0,0,0,1,3,3,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,192,2018,8,25,Offline,0,0,0,0,2,3,Summer
1,2,0,2,4,Meal Plan 1,0,Room_Type 4,24,2017,10,4,Online,0,0,0,1,2,6,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2017,9,22,Offline,0,0,0,0,2,3,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,0,2,5,Summer
1,1,0,4,9,Meal Plan 1,0,Room_Type 1,32,2018,11,27,Online,0,0,0,1,1,13,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,5,8,Online,0,0,0,0,2,3,Spring
2,2,0,1,0,Meal Plan 1,0,Room_Type 4,40,2018,4,18,Online,0,0,0,0,2,1,Spring
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,1,2,4,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,3,21,Offline,0,0,0,0,2,3,Spring
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,110,2018,7,22,Online,0,0,0,0,2,4,Summer
2,3,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,0,3,2,Winter
1,2,0,2,2,Not Selected,0,Room_Type 1,196,2018,7,31,Online,0,0,0,1,2,4,Summer
3,2,2,1,3,Meal Plan 1,0,Room_Type 6,8,2018,2,22,Online,0,0,0,0,4,4,Winter
3,2,0,1,0,Meal Plan 1,0,Room_Type 4,30,2018,9,11,Online,0,0,0,1,2,1,Autumn
3,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,4,29,Online,0,0,0,0,2,6,Spring
2,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,0,2,1,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,229,2018,10,16,Online,0,0,0,0,2,3,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,3,26,Online,0,0,0,1,2,4,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,0,2,3,Autumn
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,0,2,5,Autumn
2,2,0,2,5,Not Selected,0,Room_Type 1,164,2018,7,29,Online,0,0,0,1,2,7,Summer
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,1,2,2,Summer
3,3,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,8,24,Online,0,0,0,0,3,4,Summer
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,55,2018,4,3,Offline,0,0,0,1,2,3,Spring
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,9,12,Online,0,0,0,1,2,3,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,0,2,3,Autumn
1,2,0,4,6,Meal Plan 1,0,Room_Type 1,207,2018,8,20,Offline,0,0,0,0,2,10,Summer
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,3,20,Online,0,0,0,1,2,4,Spring
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,0,2,2,Summer
3,2,1,2,0,Meal Plan 1,0,Room_Type 1,14,2018,4,24,Online,0,0,0,2,3,2,Spring
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,0,2,2,Summer
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,10,11,Corporate,1,1,2,1,1,3,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,181,2018,7,8,Online,0,0,0,1,2,1,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2018,7,6,Online,0,0,0,1,2,3,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,2,24,Online,0,0,0,0,2,3,Winter
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2017,9,18,Online,0,0,0,1,2,4,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,76,2018,12,7,Offline,0,0,0,1,2,2,Winter
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,26,2018,7,2,Online,0,0,0,0,3,3,Summer
3,3,0,1,2,Meal Plan 1,0,Room_Type 1,165,2018,8,12,Online,0,0,0,0,3,3,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,0,2,2,Summer
3,2,0,0,3,Meal Plan 1,0,Room_Type 4,237,2018,10,13,Online,0,0,0,0,2,3,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,0,2,4,Autumn
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,7,4,Complementary,0,0,0,0,1,2,Summer
1,2,0,2,4,Meal Plan 1,0,Room_Type 1,137,2018,11,16,Online,0,0,0,1,2,6,Autumn
3,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,13,Online,0,0,0,1,2,1,Summer
2,2,0,0,4,Meal Plan 1,0,Room_Type 5,120,2018,4,5,Online,0,0,0,0,2,4,Spring
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,95,2018,6,16,Online,0,0,0,1,2,3,Summer
3,2,1,2,1,Meal Plan 1,0,Room_Type 1,69,2018,5,7,Online,0,0,0,0,3,3,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,0,2,3,Autumn
2,1,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,0,1,2,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,0,2,2,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,86,2018,2,20,Online,0,0,0,1,2,5,Winter
1,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,0,2,5,Winter
3,3,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,0,3,3,Spring
3,2,0,1,4,Meal Plan 1,0,Room_Type 4,34,2018,4,4,Online,0,0,0,0,2,5,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,9,5,Offline,0,0,0,1,2,1,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2018,12,7,Offline,0,0,0,0,2,3,Winter
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,76,2018,6,27,Online,0,0,0,1,2,4,Summer
2,2,0,0,4,Meal Plan 1,0,Room_Type 4,62,2018,4,6,Online,0,0,0,1,2,4,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,1,20,Online,0,0,0,1,2,2,Winter
1,2,0,0,1,Not Selected,0,Room_Type 1,53,2018,12,16,Online,0,0,0,2,2,1,Winter
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,94,2018,9,11,Online,0,0,0,2,2,3,Autumn
1,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2018,4,18,Online,0,0,0,0,2,6,Spring
1,2,0,0,0,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,1,2,0,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,0,2,2,Autumn
3,3,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,4,4,Online,0,0,0,2,3,1,Spring
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,10,13,Offline,0,0,0,0,1,1,Autumn
1,2,1,0,4,Meal Plan 1,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,1,3,4,Summer
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,0,2,4,Spring
2,1,9,2,1,Meal Plan 1,0,Room_Type 1,11,2017,10,11,Corporate,0,0,0,0,10,3,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,3,2,Online,0,0,0,1,2,1,Spring
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,6,18,Online,0,0,0,1,2,3,Summer
1,2,1,2,3,Meal Plan 1,0,Room_Type 1,207,2018,10,20,Online,0,0,0,3,3,5,Autumn
3,1,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,0,1,3,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,132,2018,9,22,Online,0,0,0,2,3,3,Autumn
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,82,2018,5,2,Offline,0,0,0,1,1,2,Spring
2,2,1,2,2,Meal Plan 1,0,Room_Type 1,52,2018,12,4,Online,0,0,0,3,3,4,Winter
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,2,Online,0,0,0,0,2,1,Summer
1,1,0,2,8,Meal Plan 1,0,Room_Type 1,51,2018,2,25,Online,0,0,0,1,1,10,Winter
2,2,0,2,4,Not Selected,0,Room_Type 1,15,2018,11,17,Online,0,0,0,0,2,6,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 2,128,2018,5,5,Online,0,0,0,0,2,3,Spring
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,159,2018,11,22,Online,0,0,0,2,2,4,Autumn
1,1,0,1,3,Meal Plan 1,0,Room_Type 1,92,2017,7,6,Online,0,0,0,2,1,4,Summer
2,1,0,0,1,Meal Plan 1,0,Room_Type 2,16,2018,3,18,Online,0,0,0,1,1,1,Spring
3,3,0,1,4,Meal Plan 1,0,Room_Type 4,71,2018,6,1,Offline,0,0,0,0,3,5,Summer
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,97,2018,5,16,Offline,0,0,0,0,2,2,Spring
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,0,1,1,Autumn
1,2,0,0,5,Meal Plan 1,0,Room_Type 1,36,2018,11,15,Online,0,0,0,1,2,5,Autumn
3,1,0,0,3,Meal Plan 1,0,Room_Type 2,206,2018,9,8,Online,0,0,0,1,1,3,Autumn
1,2,9,2,5,Meal Plan 1,0,Room_Type 2,8,2017,8,13,Online,0,0,0,1,11,7,Summer
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,0,2,1,Autumn
3,2,2,1,1,Meal Plan 1,0,Room_Type 6,217,2018,8,27,Online,0,0,0,1,4,2,Summer
1,1,0,4,5,Meal Plan 1,0,Room_Type 1,2,2018,11,27,Online,0,0,0,1,1,9,Autumn
